item_name,pic,class_1,class_2,class_3,price,spec,made_in,unit,url
義大利Cannamella研磨乾燥青胡椒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200213874_1_385281.jpg,食品雜貨,調味一系列,拌麵醬‧義大利麵醬,85,12g/瓶,義大利,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200213874
味榮有機黑豆減鹽蔭油露,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200070846_1_98957.jpg,食品雜貨,調味一系列,醬油‧油膏‧魚露,84,170克/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200070846
味榮有機黑豆蔭油露,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200070834_1_98925.jpg,食品雜貨,調味一系列,醬油‧油膏‧魚露,84,180g/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200070834
天生好米-富里米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200061522_1_79595.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",129,2.4kg/包 CNS二等,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200061522
天生好米-東部米產,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200090829_1_139538.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",153,2.4kg/包 CNS二等,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200090829
天生好米-花東之米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200061516_1_79580.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",139,2.4kg/包 CNS二等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200061516
RT台灣高山鈕釦菇,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200155498_1_286168.jpg,食品雜貨,南北雜貨,香菇.木耳.香辛料滷包,275,100克,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200155498
小安素強護均衡營養配方,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200171756_1_313872.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,706,850g,新加坡,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200171756
統一生機 有機亞麻仁籽粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200213979_1_385270.jpg,食品雜貨,有機商品,有機沖調品,152,250G/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200213979
三好純淨壽司米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200167809_1_306701.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",128,3kg/包   CNS三等米,美國,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200167809
泰山健康好理由單元不飽和純芥花油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153647_1_280743.jpg,食品雜貨,食用油,沙拉油‧其他,299,5L/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153647
高岡屋好久不見海苔禮盒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200214412_1_387978.jpg,食品雜貨,禮盒區,月餅.點心禮盒,189,加鐵22.4G+加鈣22.4G=44.8G,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200214412
日正起司脆酥粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200036454_1_18024.jpg,食品雜貨,調味一系列,沾粉‧料理粉‧果凍粉,43,500g/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200036454
義大利DE CECCO蕃茄香料辣味麵醬,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200072499_1_112782.jpg,進口商品,義大利,調味料．醋,89,400g/瓶,義大利,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200072499
義大利DE CECCO西西里麵醬,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200072492_1_112774.jpg,進口商品,義大利,調味料．醋,79,400g/瓶,義大利,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200072492
QQ筆尖麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200119014_1_190279.jpg,食品雜貨,麵條‧米粉‧冬粉,義大利麵,43,500g/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200119014
得意的一天五珍寶健康調和油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200035074_1_14565.jpg,食品雜貨,食用油,花生油‧調和油,189,2.4L/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200035074
台糖貳號砂白,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200033760_1_11025.jpg,食品雜貨,調味一系列,糖‧蜂蜜‧果糖,66,2kg/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200033760
台糖二號砂白,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200033754_1_11013.jpg,食品雜貨,調味一系列,糖‧蜂蜜‧果糖,32,1kg/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200033754
台糖精緻細砂,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200033742_1_10986.jpg,食品雜貨,調味一系列,糖‧蜂蜜‧果糖,29,1kg/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200033742
台糖特號砂白,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200033736_1_10974.jpg,食品雜貨,調味一系列,糖‧蜂蜜‧果糖,33,1kg/包,,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200033736
龍口拉麵,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200033064_1_9459.jpg,食品雜貨,麵條‧米粉‧冬粉,一般麵條,89,1.8kg/包,,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200033064
台灣東港櫻花蝦 50G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200118450_1_189549.jpg,食品雜貨,南北雜貨,乾魚.乾蝦.紫菜.昆布,168,50G±9%,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200118450
日本東丸炸雞翅調味粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200032758_1_8613.jpg,食品雜貨,調味一系列,沾粉‧料理粉‧果凍粉,70,12g\*3入/盒,日本,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200032758
日本東丸炸豬排調味粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200032752_1_8598.jpg,食品雜貨,調味一系列,沾粉‧料理粉‧果凍粉,69,13g\*3入/盒,日本,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200032752
日正鬆餅粉,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200032452_1_7814.jpg,食品雜貨,調味一系列,沾粉‧料理粉‧果凍粉,138,1000g/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200032452
福壽蔬菜精華調合油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200105926_1_168885.jpg,食品雜貨,食用油,花生油‧調和油,139,2L/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200105926
三永細條粉絲OPP,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200032248_1_7257.jpg,食品雜貨,麵條‧米粉‧冬粉,米粉‧冬粉,85,600g/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200032248
金品迎財納福茶禮,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200154183_1_280852.jpg,食品雜貨,禮盒區,雞精‧咖啡‧茶禮盒,639,75g\*3罐/盒,,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200154183
FP高筋麵粉 1000g,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200053830_1_60689.jpg,食品雜貨,米‧麵粉,麵粉,38,1000g±1.5%/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200053830
天生好米-有機糙米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200214724_1_389277.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",199,1.8kg/包 CNS二等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200214724
天生好米-有機白米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195407_1_339365.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",199,1.8kg/包 CNS二等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195407
三好品鮮米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200171826_1_313883.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",699,12kg/包  一般白米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200171826
天生好米-優質好米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200179841_1_326863.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",619,9kg/包 CNS二等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200179841
池農  池上米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195417_1_339367.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",125,1kg/包 CNS一等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195417
三好有機轉型期白米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200195412_1_339366.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",145,1.5kg/包,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200195412
金蘭薄鹽醬油 500ml,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200161612_1_293607.jpg,食品雜貨,調味一系列,醬油‧油膏‧魚露,59,500ML/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200161612
金蘭陳年醬油 500ml,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200205839_1_350848.jpg,食品雜貨,調味一系列,醬油‧油膏‧魚露,59,500ML/瓶,台灣,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200205839
桂格活靈芝,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153913_1_280796.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,930,42ml\*24入,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153913
茂喜韓國進口花菇 120G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200197895_1_345389.jpg,食品雜貨,南北雜貨,香菇.木耳.香辛料滷包,259,120G士4.5%,韓國,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200197895
桂格活靈芝蜜人蔘養生組,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200152594_1_277174.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,693,60ml\*12入,,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200152594
Costa d'Oro冷壓初榨橄欖油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200073087_1_113490.jpg,食品雜貨,食用油,沙拉油‧其他,319,2L/瓶,義大利,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200073087
FP綠豆600G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200055192_1_63702.jpg,食品雜貨,南北雜貨,紅豆.綠豆.黃豆.豆類,45,,,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200055192
茂喜台中新社香菇 60G,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200193727_1_337176.jpg,食品雜貨,南北雜貨,香菇.木耳.香辛料滷包,183,60G士4.5G,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200193727
亞培葡勝納SR菁選,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153667_1_280747.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,629,200ml\*8,荷蘭,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153667
正官庄高麗蔘雞精16入,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153697_1_280753.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,801,62ml/瓶,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153697
亞培安素思維力,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200176876_1_317658.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,835,850g,新加坡,1/罐,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200176876
安素菁選禮盒香草237mlx6,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153657_1_280745.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,425,237 ml X 6,美國,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153657
亞培安素優能基850g兩入促銷組禮盒,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200153637_1_280741.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,1490,850g x 2,,1/組,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200153637
雀巢咖啡三合一濃醇原味超值裝 65包,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200167804_1_306700.jpg,食品雜貨,禮盒區,雞精‧咖啡‧茶禮盒,265,15g\*65包/盒,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200167804
綠寶綠藻片(小球藻),http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200159290_1_288260.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,519,360粒,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200159290
白蘭氏旭沛人蔘蜆精,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200154433_1_280902.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,898,41毫升24瓶裝/盒,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200154433
華佗養生專家靈芝飲,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200154403_1_280896.jpg,食品雜貨,保健食品,雞精‧蜆精‧機能營養補給,738,68毫升20瓶裝/盒,台灣,1/盒,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200154403
皇家穀堡台東產榖堡東淨米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200065776_1_89104.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",459,9kg/包 二等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200065776
中興九號米,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200058444_1_71997.jpg,食品雜貨,米‧麵粉,"米,香米,壽司米",559,12kg/包 CNS三等米,台灣,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200058444
FP 非基因改造黃豆,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200108915_1_175009.jpg,食品雜貨,南北雜貨,紅豆.綠豆.黃豆.豆類,22,300g/包,加拿大,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200108915
萬家香糯米醋,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200090297_1_139461.jpg,食品雜貨,調味一系列,醋‧香料,139,3750ml/桶,台灣,1/桶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200090297
萬家香香菇素蠔油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200034246_1_12230.jpg,食品雜貨,調味一系列,醬油‧油膏‧魚露,175,4400g/桶,台灣,1/桶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200034246
FP非基因改造黃豆600g,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200029776_1_2707.jpg,食品雜貨,南北雜貨,紅豆.綠豆.黃豆.豆類,35,,加拿大,1/包,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200029776
牛頭牌沙茶醬1號,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200028822_1_1346.jpg,食品雜貨,調味一系列,沙茶醬‧咖哩‧沾醬,487,3kg/桶,,1/桶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200028822
西班牙AUCHAN皮夸爾特級初榨橄欖油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200169188_1_308820.jpg,食品雜貨,食用油,橄欖油‧葵花油,219,500ML/瓶,西班牙,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200169188
西班牙AUCHAN阿爾貝金那初榨橄欖油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200169183_1_308819.jpg,食品雜貨,食用油,橄欖油‧葵花油,219,500ML/瓶,西班牙,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200169183
西班牙AUCHAN白葉特級初榨橄欖油,http://www.rt-mart.com.tw/website/uploads_product/website_2/P0000200169178_1_308818.jpg,食品雜貨,食用油,橄欖油‧葵花油,209,500ML/瓶,西班牙,1/瓶,http://www.rt-mart.com.tw/direct/index.php?action=product_detail&prod_no=P0000200169178
